Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
1,0.370594257300249,0.424389446140427,0.40574977247176,0.601457213277793,0.601457213277793,0.998969203197885,0.796887145860514,0.808809360876843,0.302646433889668,0.780984850207341,0.0001256968688759,0.0,0.458143143520965,0.0007250725072507,0.0,0.147949938898487,0.147949938898487,0.147949938898487,0.16914058806845,0.311664426681757,0.0175597803893099,0.0959205276443286,0.138736160277171,0.0221022783580128,0.848194994526472,0.688979462807371,0.688979462807371,0.217535386199635,4980000000.0,0.000326977269203,0.263099983681843,0.363725271040572,0.0022589633105668,0.0012077550852353,0.629951302036958,0.0212659243655332,0.207576261450555,0.792423738549445,0.0050244547286145,0.390284354359258,0.006478502486107,0.0958848339765825,0.137757333534424,0.398035698256887,0.0869565217391304,0.0018138841264849,0.0034873642818412,0.0001820925974295,0.0001165006532358,0.0329032258064516,0.0341641819543792,0.392912869451166,0.0371353015800987,0.67277529248986,0.166672958825266,0.190642959052727,0.004094405952288,0.001996770860645,0.0001473360247605,0.147308450425486,0.334015171333379,0.276920158240506,0.001035989991658,0.676269176153092,0.721274551521743,0.339077006789355,0.02559236799775,0.903224771166726,0.0020216130120256,0.064855707690831,701000000.0,6550000000.0,0.593830503987655,458000000.0,0.6715676535815,0.424205762216667,0.676269176153092,0.339077006789355,0.126549487816618,0.637555395323871,0.458609147666847,0.52038191789012,0.312904948119326,0.11825047660899,0,0.716845343217827,0.0092194400211029,0.622878959445127,0.601453290101533,0.82789021403512,0.29020189277926,0.0266006307607414,0.564050112276341,1,0.0164687409123162
1,0.464290937454297,0.53821412996075,0.516730017666899,0.610235085544617,0.610235085544617,0.998945978205482,0.797380191277827,0.809300725667939,0.303556430290771,0.781505974330882,0.0002897850537287,0.0,0.461867257156757,0.0006470647064706,0.0,0.182251064009102,0.182251064009102,0.182251064009102,0.2089439349532,0.318136804131004,0.0211443350424248,0.0937220096083381,0.16991790314077,0.0220801698690499,0.848087883815147,0.689692901209989,0.689701701610895,0.217619596450422,6110000000.0,0.0004430401005442,0.264515778104141,0.376709139003763,0.0060162058776727,0.0040393668269104,0.635172463390912,0.0125023937843679,0.171176346101521,0.828823653898479,0.0050588817540408,0.376760019951553,0.0058350394852296,0.0937433843047209,0.168961616770983,0.397724882539793,0.0644677661169415,0.0012863563044647,0.004916807917444,9360000000.0,719000000.0,0.0254838709677419,0.0068886506176284,0.39158996856697,0.0123349721287826,0.751110917003808,0.127236002293688,0.182419054120616,0.0149477269714099,0.004136029760799,0.0013839100814699,0.0569628274180797,0.341105991992958,0.28964157642601,0.0052096823995494,0.30858859304371,0.731975288512351,0.329740147869877,0.0239468186673397,0.931065217577487,0.0022256083431017,0.0255158599950638,0.0001065197627902,7700000000.0,0.59391554785427,2490000000.0,0.671569942261066,0.468828128338473,0.30858859304371,0.329740147869877,0.120916105834965,0.64109998470196,0.459001053294128,0.567101308703163,0.314163135184666,0.0477752815903248,0,0.795297136043035,0.0083233017948103,0.623651741728055,0.610236525929872,0.839969268005573,0.283845979801729,0.264576819837375,0.570174946412453,1,0.020794306334635
1,0.426071271876371,0.499018752725687,0.472295090743616,0.601450006486113,0.601363524985947,0.998857353483229,0.796403369254357,0.808387521469543,0.302035177342951,0.780283936155909,0.0002361297205563,25500000.0,0.458520587470538,0.0007900790079007,0.0,0.177910749652353,0.177910749652353,0.193712865028865,0.180580504869056,0.30710193110278,0.0059440083488361,0.0923377575116033,0.142803344128945,0.0227600967722855,0.84809401283004,0.689462676951537,0.689469659564714,0.217601298963609,7280000000.0,0.0003964253147034,0.264183975569387,0.368913229760441,0.0115425536893801,0.0053475602224365,0.629631443404885,0.0212476860084444,0.207515796474892,0.792484203525108,0.0050998994135753,0.379092920106557,0.0065619820610314,0.0923184653215431,0.148035593092527,0.406580451031118,0.0149925037481259,0.0014953384801111,0.004226849460116,65000000.0,2650000000.0,0.0133870967741935,0.0289969595934374,0.381967843332353,0.141016311871331,0.829501914934622,0.340200878481779,0.602805701668708,0.0009909444511248,0.006302481382547,5340000000.0,0.0981620645437837,0.33673149472,0.277455528130626,0.0138787857963224,0.446027487157575,0.742728637603645,0.334776851319847,0.0037151156933692,0.90990336247412,0.0020600706495246,0.0213874282332057,0.0017910937001909,0.001022676471902,0.594501851296042,761000000.0,0.671571321761166,0.276179222234543,0.446027487157575,0.334776851319847,0.117922319423666,0.642764550242219,0.459254035544147,0.538490539586983,0.31451542627367,0.0253464891288078,0,0.774669696989803,0.0400028528527523,0.623841037589316,0.601449340486212,0.836774308550174,0.290188532942043,0.0265547199199004,0.563706076496047,1,0.0164741143272785
1,0.399844001364988,0.451264718709115,0.457733283366347,0.583541129160121,0.583541129160121,0.998699747067122,0.796966968308828,0.808965597694361,0.303349536022685,0.781240991205311,0.0001078888488144,0.0,0.465705442741753,0.0004490449044904,0.0,0.154186507100417,0.154186507100417,0.154186507100417,0.193722227474709,0.321673622409281,0.0143684680188151,0.0777623971989252,0.148602847028696,0.0220460668531945,0.8480054773865,0.689109535618137,0.689109535618137,0.217568188277463,4880000000.0,0.0003824259063219,0.263371175917508,0.384076599232517,0.004194058676884,0.0028964911470803,0.63022835303626,0.0095724017180532,0.151464764035432,0.848535235964567,0.0050469240634646,0.379742687599394,0.0053658477137564,0.0777272949338023,0.147560515798205,0.397924501254651,0.0899550224887556,0.0019660556136061,0.0032149673166337,7130000000.0,9150000000.0,0.0280645161290323,0.015463478401363,0.378496641866986,0.0213199897441037,0.725754179688242,0.161574531573533,0.225814868882578,0.0188506248270314,0.0029612376501386,0.0010106464315761,0.0987146304496934,0.348716438967482,0.276580304232685,0.0035401478961941,0.615848368585853,0.729824908743367,0.33150897867186,0.0221651997451294,0.906902158837211,0.0018313585555101,0.0241610701740241,8140000000.0,6050000000.0,0.593888792576566,2030000000.0,0.671519170200148,0.559143963323496,0.615848368585853,0.33150897867186,0.12076045528683,0.579039312335715,0.448517911623987,0.604105056187593,0.302382254833178,0.0672496172630687,0,0.739554525158061,0.0032524752911273,0.622928709143491,0.583537612244893,0.834697106753341,0.281721192981814,0.0266966344214761,0.564663420271241,1,0.0239823322073886
1,0.465022181055916,0.538432184910597,0.522297767546443,0.598783493564335,0.598783493564335,0.998973131803565,0.797366080550396,0.809303720206941,0.303474977757658,0.781550044617657,7890000000.0,0.0,0.462746282177097,0.0006860686068606,0.0,0.167502422991024,0.167502422991024,0.167502422991024,0.212536636097192,0.319162481431704,0.0296897923378254,0.0968976467714356,0.168411538751224,0.0220959097225217,0.848258202198295,0.689696883030727,0.689696883030727,0.217625639200419,5510000000.0,0.0004389475818729,0.265218235929474,0.379689653887709,0.0060224461078124,0.0037274466086162,0.636054985548143,0.0051496001240208,0.106509054630105,0.893490945369894,0.0053033191962841,0.375025442703033,0.0066235253972896,0.0969270604328497,0.167460975793681,0.400078775707608,0.175412293853073,0.001448672557394,0.004366890533138,0.000163367440506,0.0002935211263343,0.0401612903225807,0.0581114228221436,0.39437145247733,0.0239882116504549,0.751822452472965,0.260329881066954,0.358380159768393,0.0141609737513009,0.0042747708703925,0.000680463559654,0.110194845896651,0.344638753643605,0.287912652687691,0.0048685702885864,0.975006616109995,0.731999641010921,0.33072631939891,0.0,0.91385019745186,0.0022239300347802,0.0263852456518637,6680000000.0,5050000000.0,0.59391526090563,824000000.0,0.67156305250703,0.309554916594047,0.975006616109995,0.33072631939891,0.110933233663468,0.622374074998875,0.454410931919338,0.578468903211134,0.311567160524111,0.0477253717624306,0,0.79501587263578,0.0038775630938002,0.623520697668313,0.598781509888099,0.839972745788203,0.278513789880418,0.0247518480523254,0.575616645216918,1,0.0354902008836198
1,0.388680349046946,0.415176624509376,0.419133786605279,0.590171377506162,0.590250652214647,0.998758098416194,0.796903193354456,0.808770562067159,0.303115813175443,0.7810690609464,0.0001571499952184,0.0,0.465861452907577,0.0007160716071607,0.0,0.15557709325355,0.15557709325355,0.15557709325355,0.174435095017491,0.325387281601471,0.0181042697037071,0.0780881035746275,0.138811478496648,0.0215649425169015,0.847982831794045,0.689105149844571,0.689177543962186,0.21756642290514,608000000.0,0.0003517819250519,0.263249955319331,0.388025781453746,0.0027400850543368,0.0008546613981262,0.630183833098177,0.0142131516792967,0.180427487377936,0.819572512622064,0.0049131925890905,0.38144818747302,0.0057491225504533,0.0781018450665234,0.137825201719327,0.400419065328909,0.095952023988006,0.001527801730697,0.0041371890170226,650000000.0,9300000000.0,0.0296774193548387,0.0213004714833365,0.377569480563533,0.0328287701112501,0.686728646249993,0.080263714948153,0.214535988082286,0.0026452256427289,0.0009884249762449,0.0001008563413234,0.13900210638427,0.350563146827406,0.276678474304155,0.0048791312032084,0.733351868524405,0.725201638712989,0.335534372009755,0.0037725048904946,0.903041267113845,0.0018656086149692,0.0400936219797891,8010000000.0,2810000000.0,0.593845782013285,295000000.0,0.671567592711671,0.603193479638275,0.733351868524405,0.335534372009755,0.112917172167462,0.637469771661206,0.458499292999359,0.622190123354673,0.313268471822869,0.099521933114496,0,0.710420495100948,0.0052778749010734,0.622604643368344,0.590172326668232,0.829938957445841,0.285087100359518,0.026675365750547,0.56453833936354,1,0.0195344778286463
1,0.41612635889436,0.470235499345835,0.463782857754698,0.599115005981637,0.599115005981637,0.998972554067436,0.797240882429557,0.809175866411272,0.303257690436385,0.781428500450948,8480000000.0,50900000.0,0.460246764466588,0.0008420842084208,0.0,0.156209177868611,0.156209177868611,0.156209177868611,0.177838706627588,0.313185258541416,0.060529062117156,0.0985261786499471,0.139639978910899,0.0221487393712728,0.848455060039407,0.689099177113464,0.689099177113464,0.217575505281166,654000000.0,0.0004179859008739,0.263455097870092,0.369136768376737,0.0042920302900771,0.0019339053534243,0.62927528390022,0.0259513583016442,0.219608791607461,0.780391208392539,0.0050030143113255,0.392590413860514,0.0168957784927367,0.0985473968765776,0.138624538119297,0.407168589392342,0.214392803598201,0.0027147393302425,0.0023286097934821,0.0001284010760468,0.0003843008561285,0.0919354838709677,0.0544453094017596,0.394100088193392,0.0179945138695616,0.703730256210006,0.316573275042899,0.469679801466946,0.0082664170023762,0.0028266698933731,0.0002211740076755,0.198285095189837,0.337687537935178,0.276486186212684,0.0041391278877857,0.86521574848973,0.724531115070391,0.34619823102173,0.0015541133461602,0.908947697741883,0.0020835037574352,0.0530895531056673,788000000.0,5430000000.0,0.593891386167004,423000000.0,0.671566921816088,0.282042669898768,0.86521574848973,0.34619823102173,0.113571113350474,0.629328600872714,0.457681019495935,0.543739915343004,0.309716168415727,0.0658158530780964,0,0.750430839246873,0.0030106087444667,0.623182971273566,0.599110128995664,0.831976032408709,0.293599485101659,0.0264718727329476,0.562976864746142,1,0.0153485951260125
1,0.462194705796324,0.536033580462276,0.514427967235933,0.599987027774975,0.599987027774975,0.998908887545973,0.797290546656498,0.809222607259179,0.303477394746771,0.781367728367594,0.0001624692739381,0.0,0.458983585382015,0.0009430943094309,0.0,0.14550587838692,0.14550587838692,0.14550587838692,0.202514890800794,0.312690103982457,0.0135819834535747,0.0919306245419754,0.165549446411087,0.0229509978063606,0.848122634506114,0.688191177716392,0.6879893744248,0.217611038376702,6430000000.0,0.0004178112201989,0.263748824704136,0.370291717894266,0.0021235503165356,0.0013886688118459,0.648523650360954,0.030692419226876,0.228890165371708,0.771109834628292,0.00487973886406,0.396528161437585,0.0053658477137564,0.0919113456120638,0.164565266571148,0.40318023426395,0.0644677661169415,0.0013451959461515,0.0046982072180926,0.0001161724021376,4840000000.0,0.0374193548387097,0.012308505794398,0.389814793876213,0.031878626966503,0.673325140693406,0.105993835359631,0.172224524669076,0.0110609135539858,0.0013055639585237,0.0004156641765213,0.141036557645787,0.336370895458632,0.276849112615976,0.002469445918952,0.586269036860146,0.718087877347825,0.342348547915856,0.027677718850612,0.868460717296699,0.0021623785052417,0.0224017065989479,0.0001014549478509,6420000000.0,0.593788635819852,1870000000.0,0.671576937499325,0.669737403553366,0.586269036860146,0.342348547915856,0.130978632532992,0.646486979649545,0.459674631197096,0.533221122473752,0.316005968085055,0.124882710179452,0,0.787081562191271,0.0016307202591842,0.62187648014822,0.599983643746719,0.838258501827446,0.297038120702888,0.0248858579240944,0.576472530618164,1,0.0145615712801164
1,0.453029785989373,0.516572176188399,0.505594517907811,0.596945761685813,0.596952968477493,0.998939969749736,0.797084142682696,0.809039549787987,0.303051762963944,0.781277061471874,8270000000.0,0.0,0.462243023577665,0.0007260726072607,0.0,0.156799123509334,0.156799123509334,0.156799123509334,0.200151271627115,0.318914904152225,0.0111922803514981,0.094129142577966,0.158017624463358,0.022460201993838,0.848115940821903,0.689409470593273,0.689409470593273,0.217595797107763,5960000000.0,0.0004010668297818,0.264013800498869,0.377938601393391,0.0031981179465898,0.0015596010914712,0.625067807290311,0.0222343811269481,0.210357650331046,0.789642349668954,0.0051885809839182,0.392383517154533,0.0077690845276396,0.0941016496490628,0.157016816228037,0.398625176341029,0.0419790104947526,0.0014872226674647,0.0042516128205894,7150000000.0,552000000.0,0.0232258064516129,0.0255717286253543,0.390176612921463,0.0594235295613745,0.715123509277525,0.0872350674847282,0.157963759995475,0.0055594379197812,0.0017585562992577,0.0003274985539086,0.0897984427763058,0.34170194843705,0.276685937969698,0.0040742551540788,0.401236466197162,0.726919902678065,0.334301302406241,0.0727176486067898,0.920882488497633,0.0020285160829492,0.0159791601066171,0.0001451914057429,8250000000.0,0.593828362250015,1400000000.0,0.671571633569343,0.402247745883712,0.401236466197162,0.334301302406241,0.149144335077586,0.642588261099433,0.459232761079238,0.571700375156239,0.314457556771541,0.0864583230327093,0,0.777094466430958,0.0401606046098823,0.6173492822396,0.596946466317581,0.837052996383121,0.290903713986462,0.0260500616073851,0.553328485915044,1,0.016198908768845
1,0.472090869204894,0.53881378107283,0.517051234006103,0.597392582770003,0.597392582770003,0.998960421608718,0.797365942209931,0.809290309880104,0.303501322938991,0.781515798917106,693000000.0,136000000.0,0.461377418786644,0.0005580558055805,0.0,0.148202772744511,0.148202772744511,0.148202772744511,0.206013047177839,0.317535545023697,0.0388553624635117,0.0951876882989984,0.16795962943436,0.0220818607970836,0.8481537383744,0.689628528441395,0.689628528441395,0.217608536326456,5470000000.0,0.000401291419221,0.264187083789853,0.37617823479006,0.0028910986237172,0.0022009090602842,0.638738852892426,0.0347841946397469,0.23529945279197,0.76470054720803,0.0050216182531755,0.40512499916123,0.0121264746027103,0.0951683032878988,0.167310157605007,0.410988139433003,0.137931034482759,0.0010002739086768,0.0063257577374827,0.0002099892597849,0.0002783911713686,0.0779032258064516,0.0597975999882496,0.391917867076728,0.0262324554884602,0.662359962531727,0.255993313655913,0.330387640935299,0.0203268528471915,0.0022238963236395,0.0005341607660894,0.201894137779344,0.340628505010033,0.276842240836512,0.002080107363293,0.822406324182718,0.714505499921403,0.351680524690527,0.0066015292408757,0.912825940285011,0.0021964407068399,0.0201951921597034,8080000000.0,6540000000.0,0.593851632769772,1500000000.0,0.671572437743741,0.25943793314364,0.822406324182718,0.351680524690527,0.120854331627658,0.643175576940625,0.459301391508417,0.564445274614675,0.314676264328323,0.094806220340148,0,0.791982244970901,0.0072331919331324,0.622323239355186,0.597393770990777,0.839162225658445,0.300005450754857,0.0227618017460547,0.571988549713058,1,0.0140542158838411
